pde,level,level_idx,seed,epochs,lbfgs,e_global,e_posterior,l1_delta_loglik,w1,kl,tv,training_time_s
burgers,L1,1,102,30,0,0.39609920711090835,0.3802958103502912,649.769666601648,0.029423967668790525,40.84984066838364,0.9999999999999999,3.603672504425049
burgers,L1,1,103,30,0,0.40313491107503935,0.4960769197532445,1018.0030282113283,0.01802903233047134,39.84115159182576,1.0,3.611799955368042
burgers,L1,1,104,30,0,0.5117233676227114,0.5316428327218297,1177.6182522976633,0.03189905810896343,39.49793870272628,0.9999999999999999,3.5933728218078613
burgers,L1,1,105,30,0,0.41862415146671644,0.4131927280368072,497.19295519171817,0.02148301825179703,39.6673498990838,0.9999999999999999,3.609095335006714
burgers,L1,1,106,30,0,0.42130886574927656,0.4042157085803603,768.3898954291608,0.025066607988405216,39.36569918465394,0.9999999999999997,3.6115002632141113
burgers,L1,1,107,30,0,0.391262475533574,0.4941063324268674,956.1117465554713,0.006709947748432044,40.000999116389366,0.9999958559959483,3.6154732704162598
burgers,L1,1,108,30,0,0.40787111796335523,0.38873605484153645,584.3601081992405,0.006892745798282657,39.04119430477077,0.9993771232837486,3.6084392070770264
burgers,L1,1,109,30,0,0.43957386779597707,0.4686787258637025,795.243700746986,0.01964591858088859,39.580403885776725,1.0,3.5950679779052734
burgers,L1,1,110,30,0,0.4007114352033307,0.36948176577815434,310.479389948972,0.004903694922130362,35.866172877729696,0.996849895304198,3.6000967025756836
burgers,L2,2,101,100,0,0.3135810181269767,0.3871414006184201,608.1820678560849,0.007762214964501721,39.93914109315776,0.9999993484619455,12.541954517364502
burgers,L2,2,102,100,0,0.485626098221828,0.5001819750964699,772.0997801701176,0.005106982981551169,36.09320360464546,0.9975125880440405,12.514833211898804
burgers,L2,2,103,100,0,0.22913441100956672,0.2973145326541641,337.1330949790235,0.014811219810776507,39.9141976636058,1.0,12.603815078735352
burgers,L2,2,104,100,0,0.2960870949392716,0.3583558583158062,548.4332952323444,0.016239877251299797,39.93277544075889,0.9999999999999999,12.510353326797485
burgers,L2,2,105,100,0,0.28818390351212675,0.3640467758552773,581.8454120054959,0.02234596541318692,39.86675509785205,0.9999999999999997,12.530171394348145
burgers,L2,2,106,100,0,0.24122154822758682,0.29898925326855047,329.60138254095443,0.018127008043606303,39.94694158913991,1.0,12.530319690704346
burgers,L2,2,107,100,0,0.24144347711519334,0.3079589874407694,346.4306372927564,0.018363654760600204,39.91035376281128,0.9999999999999999,12.53295087814331
burgers,L2,2,108,100,0,0.309410905449378,0.3645643109171407,538.504040145355,0.01798264585770662,39.87205648023352,0.9999999999999999,12.516793012619019
burgers,L2,2,109,100,0,0.35865822799933483,0.393883896990205,594.823931600113,0.004374682200345542,33.072664592961864,0.9940589961248397,12.4970383644104
burgers,L2,2,110,100,0,0.3171099057610489,0.3545389701387768,498.2388391129171,0.013383858818102012,39.878507556771204,0.9999999999999997,12.547965288162231
burgers,L3,3,101,250,15,0.08943511637924238,0.1046109967842458,41.45814254538505,0.0009626884032902774,2.030786900912935,0.617029778403502,34.13643741607666
burgers,L3,3,102,250,15,0.16123572845576142,0.1751877698031662,73.62152105573975,0.010074063192085586,39.89228598452822,0.9999999996746737,33.99571466445923
burgers,L3,3,103,250,15,0.19262320793692486,0.2488507247615385,150.24387951537705,0.007332099417321989,40.09261381257825,0.9999998115855252,33.84186553955078
burgers,L3,3,104,250,15,0.11749847913669388,0.12774602657318557,28.77296604513415,0.0036330229708159893,27.696299293420285,0.9955985094142502,34.088998794555664
burgers,L3,3,105,250,15,0.0865562283310748,0.07950823726281356,22.280915305176052,0.0010428991893915377,2.4318831400588565,0.6360148685641216,34.20583748817444
burgers,L3,3,106,250,15,0.15197672834772855,0.16196064113505823,46.87556414894467,0.0054207832502612425,38.94834476776099,0.9998209449420679,34.165234327316284
burgers,L3,3,107,250,15,0.09020603233594372,0.08985732054601311,27.648850534540777,0.00027295503075998816,0.2864972008643129,0.22562530960553032,34.130401849746704
burgers,L3,3,108,250,15,0.13587736861634425,0.15209533885309948,40.16593295809395,0.004814271001231807,37.52482256969358,0.9996722082662143,34.02437782287598
burgers,L3,3,109,250,15,0.10231093713411171,0.10606928455433651,43.061085028723134,0.0009353202093720643,2.112797859432696,0.5755869194987862,34.16676998138428
burgers,L3,3,110,250,15,0.09228437852814034,0.10000463945786867,22.758983358965725,0.0012502936667932413,3.5517204625484076,0.7198560293094834,34.124324798583984
burgers,L4,4,101,450,25,0.04897769789113485,0.04773499012208826,10.945045079899005,0.0011621682312377812,2.8575633932360374,0.739818620051126,61.49291110038757
burgers,L4,4,102,450,25,0.050303513235889656,0.04883647282350438,18.88798578087288,0.0014461496605449751,4.398534517311284,0.8449152873488537,61.235517501831055
burgers,L4,4,103,450,25,0.051309759561421704,0.04568363720128067,5.107321413666203,0.0005787878836200337,0.7307945546888461,0.4234994008349385,61.27533793449402
burgers,L4,4,104,450,25,0.06076973761714342,0.056528765997095255,11.266256498628236,0.0011596067053498554,2.848879675208629,0.735248011390773,61.37156319618225
burgers,L4,4,105,450,25,0.0561553312482895,0.0448344261649677,5.187327537899597,0.00038157737877322017,0.32767793231226106,0.29099703088866846,61.10382795333862
burgers,L4,4,106,450,25,0.25840336795906177,0.32095972317581856,575.6987179271514,0.012523958484392236,40.785320180084625,1.0,61.35467004776001
burgers,L4,4,107,450,25,0.052736004921974874,0.047069793027924064,11.646359814007264,0.0011110805076062148,2.6223576714439085,0.711498519882006,61.338900566101074
burgers,L4,4,108,450,25,0.06650542946216914,0.05502615305246839,20.71561098570924,0.0010466763423340436,2.345818848884242,0.6731937617848666,61.3780779838562
burgers,L4,4,109,450,25,0.05728490247419663,0.04823825482831123,12.665043153858006,0.0011971627464719941,3.037426605326898,0.7475810656145944,61.27943229675293
burgers,L4,4,110,450,25,0.0659185704992652,0.061327211332847804,18.564029699374593,0.000593530380631111,0.7726303190630434,0.4302776302269576,61.22226119041443
burgers,L5,5,101,550,35,0.028967558951993846,0.036140954333158316,4.501725884069123,0.0009760745441169799,2.0115200759801293,0.6749293786000639,75.71799755096436
burgers,L5,5,102,550,35,0.04639107957020125,0.04271284968663738,11.278278393681736,0.0013445548757094138,3.8068528604066625,0.8143404649423136,75.64601588249207
burgers,L5,5,103,550,35,0.05176474093438155,0.05293866931242833,8.28664600590419,4.390968219554444e-05,0.012036044126174938,0.051299525279163795,75.61879134178162
burgers,L5,5,104,550,35,0.04617013312002429,0.045267703118840534,8.545927843132032,0.0005888470834882146,0.7434931097248808,0.4378577986433911,75.71457743644714
burgers,L5,5,105,550,35,0.05961728269838479,0.0514597453162451,13.301026649893828,0.0003337046100079512,0.262358649660399,0.25608674236587725,75.63971257209778
burgers,L5,5,106,550,35,0.04401222947962445,0.0406577272958754,4.510093294857732,0.0008596150882423907,1.5694401086231136,0.6013823114188509,75.54288387298584
burgers,L5,5,107,550,35,0.03456832041285852,0.03298485906234912,7.930635402312858,0.0013091053278992035,3.606389083141138,0.8099387401616646,75.96656632423401
burgers,L5,5,108,550,35,0.030619906125632066,0.03708578426828961,8.433389079196214,0.0013374702317762684,3.763334466915446,0.818989274749663,75.56431484222412
burgers,L5,5,109,550,35,0.031874998479294404,0.03680438490338325,8.764903731843162,0.0010487036246117473,2.322273549884186,0.7038039450119917,75.84074425697327
burgers,L5,5,110,550,35,0.03120692515797677,0.042104445033481555,11.869552622280214,0.0006844933843389984,0.9922490664845792,0.512217638159638,76.15558743476868
burgers,L6,6,101,800,50,0.025637411171423125,0.03116196409955097,4.623670571378029,0.0006325748175646822,0.8484633827865131,0.47742877981695064,110.19466710090637
burgers,L6,6,102,800,50,0.027141933846979497,0.037410714904792884,3.1587400159063908,0.0008207330639845977,1.4236607165603314,0.5993692073183652,109.81081295013428
burgers,L6,6,103,800,50,0.035300986396330745,0.0403406867444899,7.4589585462972865,0.0015473395720580895,5.024765864985314,0.8812300205719447,109.65981340408325
burgers,L6,6,104,800,50,0.02256482634176701,0.029223813747786938,4.204378844224629,0.001093080847230323,2.519422135117505,0.7296856614941345,110.08649230003357
burgers,L6,6,105,800,50,0.02480044768024666,0.030845808662726824,4.348574378777508,0.0011885446163705294,2.9764288518945667,0.7666281319633471,110.55131125450134
burgers,L6,6,106,800,50,0.03218229964057673,0.034979761424483335,5.4309699530889235,0.0008220525330396518,1.43055751270775,0.5897491253758168,110.32614970207214
burgers,L6,6,107,800,50,0.02732814835097072,0.03250013600955495,7.0614368941397885,0.0012266228742705129,3.168510463509686,0.7823162628119952,110.0904188156128
burgers,L6,6,108,800,50,0.02324693517476793,0.029934040160509802,5.46376203188633,0.0013660617341926414,3.9254419824028997,0.8263291397912856,110.34979248046875
burgers,L6,6,109,800,50,0.01923584525082371,0.023684764900523243,2.1713261280579137,0.0004850286693156348,0.4988782736265691,0.3812685847403378,110.70242238044739
burgers,L6,6,110,800,50,0.020976697125386513,0.028320252812180813,3.7951810219733826,0.0009396931122238191,1.864217972939404,0.6617160146762456,110.24242281913757
